"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Enseignement scolaire";139;7;21;"Rémunérations d’activité";117110629;117110629;"Budget général";2018
"Enseignement scolaire";139;7;22;"Cotisations et contributions sociales";41259252;41259252;"Budget général";2018
"Enseignement scolaire";139;7;23;"Prestations sociales et allocations diverses";323337;323337;"Budget général";2018
"Enseignement scolaire";139;7;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";139;8;61;"Transferts aux ménages";73850911;73850911;"Budget général";2018
"Enseignement scolaire";139;8;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";139;9;63;"Transferts aux collectivités territoriales";1000000;1000000;"Budget général";2018
"Enseignement scolaire";139;9;64;"Transferts aux autres collectivités";676187666;676187666;"Budget général";2018
"Enseignement scolaire";139;10;21;"Rémunérations d’activité";85383934;85383934;"Budget général";2018
"Enseignement scolaire";139;10;22;"Cotisations et contributions sociales";28881210;28881210;"Budget général";2018
"Enseignement scolaire";139;10;23;"Prestations sociales et allocations diverses";389837;389837;"Budget général";2018
"Enseignement scolaire";139;10;64;"Transferts aux autres collectivités";37838879;37838879;"Budget général";2018
"Enseignement scolaire";139;11;21;"Rémunérations d’activité";124928179;124928179;"Budget général";2018
"Enseignement scolaire";139;11;22;"Cotisations et contributions sociales";44143139;44143139;"Budget général";2018
"Enseignement scolaire";139;11;23;"Prestations sociales et allocations diverses";10597608;10597608;"Budget général";2018
"Enseignement scolaire";139;12;22;"Cotisations et contributions sociales";219775687;219775687;"Budget général";2018
"Enseignement scolaire";139;12;23;"Prestations sociales et allocations diverses";9151326;9151326;"Budget général";2018
"Enseignement scolaire";139;12;31;"Dépenses de fonctionnement autres que celles de personnel";5288096;5288096;"Budget général";2018
"Enseignement scolaire";140;1;21;"Rémunérations d’activité";2920412883;2920412883;"Budget général";2018
"Enseignement scolaire";140;1;22;"Cotisations et contributions sociales";2362962494;2362962494;"Budget général";2018
"Enseignement scolaire";140;1;23;"Prestations sociales et allocations diverses";6076659;6076659;"Budget général";2018
"Enseignement scolaire";140;1;31;"Dépenses de fonctionnement autres que celles de personnel";330475;330475;"Budget général";2018
"Enseignement scolaire";140;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";140;2;21;"Rémunérations d’activité";5927952975;5927952975;"Budget général";2018
"Enseignement scolaire";140;2;22;"Cotisations et contributions sociales";4820652449;4820652449;"Budget général";2018
"Enseignement scolaire";140;2;23;"Prestations sociales et allocations diverses";11602606;11602606;"Budget général";2018
"Enseignement scolaire";140;2;31;"Dépenses de fonctionnement autres que celles de personnel";2658260;2658260;"Budget général";2018
"Enseignement scolaire";140;2;64;"Transferts aux autres collectivités";7399631;7399631;"Budget général";2018
"Enseignement scolaire";140;3;21;"Rémunérations d’activité";1025354659;1025354659;"Budget général";2018
"Enseignement scolaire";140;3;22;"Cotisations et contributions sociales";835985139;835985139;"Budget général";2018
"Enseignement scolaire";140;3;23;"Prestations sociales et allocations diverses";1258139;1258139;"Budget général";2018
"Enseignement scolaire";140;3;31;"Dépenses de fonctionnement autres que celles de personnel";3203592;3203592;"Budget général";2018
"Enseignement scolaire";140;3;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";140;4;21;"Rémunérations d’activité";428344160;428344160;"Budget général";2018
"Enseignement scolaire";140;4;22;"Cotisations et contributions sociales";401995201;401995201;"Budget général";2018
"Enseignement scolaire";140;4;23;"Prestations sociales et allocations diverses";1666517;1666517;"Budget général";2018
"Enseignement scolaire";140;4;31;"Dépenses de fonctionnement autres que celles de personnel";20614185;20614185;"Budget général";2018
"Enseignement scolaire";140;5;21;"Rémunérations d’activité";1017853981;1017853981;"Budget général";2018
"Enseignement scolaire";140;5;22;"Cotisations et contributions sociales";829356691;829356691;"Budget général";2018
"Enseignement scolaire";140;5;23;"Prestations sociales et allocations diverses";1985624;1985624;"Budget général";2018
"Enseignement scolaire";140;6;21;"Rémunérations d’activité";699617893;699617893;"Budget général";2018
"Enseignement scolaire";140;6;22;"Cotisations et contributions sociales";583856502;583856502;"Budget général";2018
"Enseignement scolaire";140;6;23;"Prestations sociales et allocations diverses";1267816;1267816;"Budget général";2018
"Enseignement scolaire";140;6;31;"Dépenses de fonctionnement autres que celles de personnel";6470000;6470000;"Budget général";2018
"Enseignement scolaire";140;7;21;"Rémunérations d’activité";52727775;52727775;"Budget général";2018
"Enseignement scolaire";140;7;22;"Cotisations et contributions sociales";43819194;43819194;"Budget général";2018
"Enseignement scolaire";140;7;23;"Prestations sociales et allocations diverses";94139;94139;"Budget général";2018
"Enseignement scolaire";141;1;21;"Rémunérations d’activité";6637283796;6637283796;"Budget général";2018
"Enseignement scolaire";141;1;22;"Cotisations et contributions sociales";4884506441;4884506441;"Budget général";2018
"Enseignement scolaire";141;1;23;"Prestations sociales et allocations diverses";27973942;27973942;"Budget général";2018
"Enseignement scolaire";141;1;31;"Dépenses de fonctionnement autres que celles de personnel";7756000;7756000;"Budget général";2018
"Enseignement scolaire";141;1;63;"Transferts aux collectivités territoriales";26123808;26123808;"Budget général";2018
"Enseignement scolaire";141;1;64;"Transferts aux autres collectivités";340124;340124;"Budget général";2018
"Enseignement scolaire";141;2;21;"Rémunérations d’activité";4151322517;4151322517;"Budget général";2018
"Enseignement scolaire";141;2;22;"Cotisations et contributions sociales";3068112213;3068112213;"Budget général";2018
"Enseignement scolaire";141;2;23;"Prestations sociales et allocations diverses";21832469;21832469;"Budget général";2018
"Enseignement scolaire";141;2;31;"Dépenses de fonctionnement autres que celles de personnel";3244573;3244573;"Budget général";2018
"Enseignement scolaire";141;2;63;"Transferts aux collectivités territoriales";21445377;21445377;"Budget général";2018
"Enseignement scolaire";141;2;64;"Transferts aux autres collectivités";167102;167102;"Budget général";2018
"Enseignement scolaire";141;3;21;"Rémunérations d’activité";2526291027;2526291027;"Budget général";2018
"Enseignement scolaire";141;3;22;"Cotisations et contributions sociales";1867373356;1867373356;"Budget général";2018
"Enseignement scolaire";141;3;23;"Prestations sociales et allocations diverses";13329168;13329168;"Budget général";2018
"Enseignement scolaire";141;3;31;"Dépenses de fonctionnement autres que celles de personnel";1608000;1608000;"Budget général";2018
"Enseignement scolaire";141;3;63;"Transferts aux collectivités territoriales";10401453;10401453;"Budget général";2018
"Enseignement scolaire";141;3;64;"Transferts aux autres collectivités";68275;68275;"Budget général";2018
"Enseignement scolaire";141;4;21;"Rémunérations d’activité";3659022;3659022;"Budget général";2018
"Enseignement scolaire";141;4;22;"Cotisations et contributions sociales";2710418;2710418;"Budget général";2018
"Enseignement scolaire";141;4;23;"Prestations sociales et allocations diverses";22773;22773;"Budget général";2018
"Enseignement scolaire";141;4;63;"Transferts aux collectivités territoriales";770443;770443;"Budget général";2018
"Enseignement scolaire";141;4;64;"Transferts aux autres collectivités";109270;109270;"Budget général";2018
"Enseignement scolaire";141;5;21;"Rémunérations d’activité";1215577413;1215577413;"Budget général";2018
"Enseignement scolaire";141;5;22;"Cotisations et contributions sociales";897428673;897428673;"Budget général";2018
"Enseignement scolaire";141;5;23;"Prestations sociales et allocations diverses";7560701;7560701;"Budget général";2018
"Enseignement scolaire";141;5;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Enseignement scolaire";141;5;63;"Transferts aux collectivités territoriales";1392485;1392485;"Budget général";2018
"Enseignement scolaire";141;5;64;"Transferts aux autres collectivités";31430;31430;"Budget général";2018
"Enseignement scolaire";141;6;21;"Rémunérations d’activité";698658259;698658259;"Budget général";2018
"Enseignement scolaire";141;6;22;"Cotisations et contributions sociales";517883727;517883727;"Budget général";2018
"Enseignement scolaire";141;6;23;"Prestations sociales et allocations diverses";4349680;4349680;"Budget général";2018
"Enseignement scolaire";141;6;63;"Transferts aux collectivités territoriales";2913192;2913192;"Budget général";2018
"Enseignement scolaire";141;6;64;"Transferts aux autres collectivités";2797227;2797227;"Budget général";2018
"Enseignement scolaire";141;7;21;"Rémunérations d’activité";29270179;29270179;"Budget général";2018
"Enseignement scolaire";141;7;22;"Cotisations et contributions sociales";21688434;21688434;"Budget général";2018
"Enseignement scolaire";141;7;23;"Prestations sociales et allocations diverses";182186;182186;"Budget général";2018
"Enseignement scolaire";141;7;63;"Transferts aux collectivités territoriales";2224004;2224004;"Budget général";2018
"Enseignement scolaire";141;7;64;"Transferts aux autres collectivités";4884437;4884437;"Budget général";2018
"Enseignement scolaire";141;8;21;"Rémunérations d’activité";185958534;185958534;"Budget général";2018
"Enseignement scolaire";141;8;22;"Cotisations et contributions sociales";135747409;135747409;"Budget général";2018
"Enseignement scolaire";141;8;23;"Prestations sociales et allocations diverses";1138660;1138660;"Budget général";2018
"Enseignement scolaire";141;8;31;"Dépenses de fonctionnement autres que celles de personnel";1488000;1488000;"Budget général";2018
"Enseignement scolaire";141;9;21;"Rémunérations d’activité";69617432;69617432;"Budget général";2018
"Enseignement scolaire";141;9;22;"Cotisations et contributions sociales";51487232;51487232;"Budget général";2018
"Enseignement scolaire";141;9;23;"Prestations sociales et allocations diverses";432691;432691;"Budget général";2018
"Enseignement scolaire";141;9;63;"Transferts aux collectivités territoriales";634607;634607;"Budget général";2018
"Enseignement scolaire";141;9;64;"Transferts aux autres collectivités";1865393;1865393;"Budget général";2018
"Enseignement scolaire";141;10;21;"Rémunérations d’activité";342786689;342786689;"Budget général";2018
"Enseignement scolaire";141;10;22;"Cotisations et contributions sociales";309527605;309527605;"Budget général";2018
"Enseignement scolaire";141;10;23;"Prestations sociales et allocations diverses";1116716;1116716;"Budget général";2018
"Enseignement scolaire";141;10;31;"Dépenses de fonctionnement autres que celles de personnel";36800000;36800000;"Budget général";2018
"Enseignement scolaire";141;10;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";141;11;21;"Rémunérations d’activité";842013182;842013182;"Budget général";2018
"Enseignement scolaire";141;11;22;"Cotisations et contributions sociales";623452538;623452538;"Budget général";2018
"Enseignement scolaire";141;11;23;"Prestations sociales et allocations diverses";17487835;17487835;"Budget général";2018
"Enseignement scolaire";141;12;21;"Rémunérations d’activité";1912500256;1912500256;"Budget général";2018
"Enseignement scolaire";141;12;22;"Cotisations et contributions sociales";1414019935;1414019935;"Budget général";2018
"Enseignement scolaire";141;12;23;"Prestations sociales et allocations diverses";11864835;11864835;"Budget général";2018
"Enseignement scolaire";141;12;31;"Dépenses de fonctionnement autres que celles de personnel";6666000;6666000;"Budget général";2018
"Enseignement scolaire";141;12;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";141;13;21;"Rémunérations d’activité";52621161;52621161;"Budget général";2018
"Enseignement scolaire";141;13;22;"Cotisations et contributions sociales";40777860;40777860;"Budget général";2018
"Enseignement scolaire";141;13;23;"Prestations sociales et allocations diverses";204959;204959;"Budget général";2018
"Enseignement scolaire";143;1;21;"Rémunérations d’activité";411401448;411401448;"Budget général";2018
"Enseignement scolaire";143;1;22;"Cotisations et contributions sociales";298716139;298716139;"Budget général";2018
"Enseignement scolaire";143;1;23;"Prestations sociales et allocations diverses";3584486;3584486;"Budget général";2018
"Enseignement scolaire";143;1;32;"Subventions pour charges de service public";3934500;3934500;"Budget général";2018
"Enseignement scolaire";143;1;63;"Transferts aux collectivités territoriales";37185019;37185019;"Budget général";2018
"Enseignement scolaire";143;1;64;"Transferts aux autres collectivités";4092109;4092109;"Budget général";2018
"Enseignement scolaire";143;1;72;"Dotations en fonds propres";170000;170000;"Budget général";2018
"Enseignement scolaire";143;2;21;"Rémunérations d’activité";183086244;183086244;"Budget général";2018
"Enseignement scolaire";143;2;22;"Cotisations et contributions sociales";57949245;57949245;"Budget général";2018
"Enseignement scolaire";143;2;23;"Prestations sociales et allocations diverses";960514;960514;"Budget général";2018
"Enseignement scolaire";143;2;64;"Transferts aux autres collectivités";346596242;346596242;"Budget général";2018
"Enseignement scolaire";143;3;61;"Transferts aux ménages";88018144;88018144;"Budget général";2018
"Enseignement scolaire";143;3;63;"Transferts aux collectivités territoriales";7951264;7951264;"Budget général";2018
"Enseignement scolaire";143;4;61;"Transferts aux ménages";662234;662234;"Budget général";2018
"Enseignement scolaire";143;4;63;"Transferts aux collectivités territoriales";1239448;1239448;"Budget général";2018
"Enseignement scolaire";143;4;64;"Transferts aux autres collectivités";1482536;1482536;"Budget général";2018
"Enseignement scolaire";143;5;31;"Dépenses de fonctionnement autres que celles de personnel";5521995;5521995;"Budget général";2018
"Enseignement scolaire";214;1;21;"Rémunérations d’activité";256357622;256357622;"Budget général";2018
"Enseignement scolaire";214;1;22;"Cotisations et contributions sociales";163226481;163226481;"Budget général";2018
"Enseignement scolaire";214;1;23;"Prestations sociales et allocations diverses";6321195;6321195;"Budget général";2018
"Enseignement scolaire";214;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";214;2;21;"Rémunérations d’activité";47350460;47350460;"Budget général";2018
"Enseignement scolaire";214;2;22;"Cotisations et contributions sociales";29458062;29458062;"Budget général";2018
"Enseignement scolaire";214;2;23;"Prestations sociales et allocations diverses";688303;688303;"Budget général";2018
"Enseignement scolaire";214;2;31;"Dépenses de fonctionnement autres que celles de personnel";4762528;4762528;"Budget général";2018
"Enseignement scolaire";214;2;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";214;3;21;"Rémunérations d’activité";5789159;5789159;"Budget général";2018
"Enseignement scolaire";214;3;22;"Cotisations et contributions sociales";3709342;3709342;"Budget général";2018
"Enseignement scolaire";214;3;23;"Prestations sociales et allocations diverses";187273;187273;"Budget général";2018
"Enseignement scolaire";214;3;31;"Dépenses de fonctionnement autres que celles de personnel";4414171;4414171;"Budget général";2018
"Enseignement scolaire";214;4;21;"Rémunérations d’activité";6576727;6576727;"Budget général";2018
"Enseignement scolaire";214;4;22;"Cotisations et contributions sociales";4238563;4238563;"Budget général";2018
"Enseignement scolaire";214;4;23;"Prestations sociales et allocations diverses";314082;314082;"Budget général";2018
"Enseignement scolaire";214;4;31;"Dépenses de fonctionnement autres que celles de personnel";5979908;5979908;"Budget général";2018
"Enseignement scolaire";214;5;21;"Rémunérations d’activité";3445986;3445986;"Budget général";2018
"Enseignement scolaire";214;5;22;"Cotisations et contributions sociales";2180222;2180222;"Budget général";2018
"Enseignement scolaire";214;5;23;"Prestations sociales et allocations diverses";59938;59938;"Budget général";2018
"Enseignement scolaire";214;5;31;"Dépenses de fonctionnement autres que celles de personnel";245298;245298;"Budget général";2018
"Enseignement scolaire";214;5;32;"Subventions pour charges de service public";5808525;5808525;"Budget général";2018
"Enseignement scolaire";214;5;64;"Transferts aux autres collectivités";2203543;2203543;"Budget général";2018
"Enseignement scolaire";214;6;21;"Rémunérations d’activité";386202871;386202871;"Budget général";2018
"Enseignement scolaire";214;6;22;"Cotisations et contributions sociales";226932874;226932874;"Budget général";2018
"Enseignement scolaire";214;6;23;"Prestations sociales et allocations diverses";18723324;18723324;"Budget général";2018
"Enseignement scolaire";214;6;31;"Dépenses de fonctionnement autres que celles de personnel";97538800;97538800;"Budget général";2018
"Enseignement scolaire";214;6;61;"Transferts aux ménages";NA;NA;"Budget général";2018
"Enseignement scolaire";214;6;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Enseignement scolaire";214;7;32;"Subventions pour charges de service public";156668611;156668611;"Budget général";2018
"Enseignement scolaire";214;8;21;"Rémunérations d’activité";167677830;167677830;"Budget général";2018
"Enseignement scolaire";214;8;22;"Cotisations et contributions sociales";105706228;105706228;"Budget général";2018
"Enseignement scolaire";214;8;23;"Prestations sociales et allocations diverses";3770683;3770683;"Budget général";2018
"Enseignement scolaire";214;8;31;"Dépenses de fonctionnement autres que celles de personnel";368267172;329099864;"Budget général";2018
"Enseignement scolaire";214;8;51;"Dépenses pour immobilisations corporelles de l’État";129606047;98296075;"Budget général";2018
"Enseignement scolaire";214;8;63;"Transferts aux collectivités territoriales";2500000;2500000;"Budget général";2018
"Enseignement scolaire";214;9;21;"Rémunérations d’activité";106236425;106236425;"Budget général";2018
"Enseignement scolaire";214;9;22;"Cotisations et contributions sociales";66289041;66289041;"Budget général";2018
"Enseignement scolaire";214;9;23;"Prestations sociales et allocations diverses";1355202;1355202;"Budget général";2018
"Enseignement scolaire";214;9;31;"Dépenses de fonctionnement autres que celles de personnel";29100000;29100000;"Budget général";2018
"Enseignement scolaire";214;10;61;"Transferts aux ménages";NA;NA;"Budget général";2018
"Enseignement scolaire";214;10;63;"Transferts aux collectivités territoriales";3322845;3322845;"Budget général";2018
"Enseignement scolaire";230;1;21;"Rémunérations d’activité";657989871;657989871;"Budget général";2018
"Enseignement scolaire";230;1;22;"Cotisations et contributions sociales";413142723;413142723;"Budget général";2018
"Enseignement scolaire";230;1;23;"Prestations sociales et allocations diverses";11466296;11466296;"Budget général";2018
"Enseignement scolaire";230;1;31;"Dépenses de fonctionnement autres que celles de personnel";20530000;20530000;"Budget général";2018
"Enseignement scolaire";230;1;63;"Transferts aux collectivités territoriales";1378867680;1378867680;"Budget général";2018
"Enseignement scolaire";230;1;64;"Transferts aux autres collectivités";0;0;"Budget général";2018
"Enseignement scolaire";230;2;21;"Rémunérations d’activité";306502235;306502235;"Budget général";2018
"Enseignement scolaire";230;2;22;"Cotisations et contributions sociales";190697992;190697992;"Budget général";2018
"Enseignement scolaire";230;2;23;"Prestations sociales et allocations diverses";4972136;4972136;"Budget général";2018
"Enseignement scolaire";230;2;31;"Dépenses de fonctionnement autres que celles de personnel";2400000;2400000;"Budget général";2018
"Enseignement scolaire";230;2;63;"Transferts aux collectivités territoriales";2790296;2790296;"Budget général";2018
"Enseignement scolaire";230;3;21;"Rémunérations d’activité";484283698;484283698;"Budget général";2018
"Enseignement scolaire";230;3;22;"Cotisations et contributions sociales";216158168;216158168;"Budget général";2018
"Enseignement scolaire";230;3;23;"Prestations sociales et allocations diverses";19176;19176;"Budget général";2018
"Enseignement scolaire";230;3;31;"Dépenses de fonctionnement autres que celles de personnel";30511006;30511006;"Budget général";2018
"Enseignement scolaire";230;3;63;"Transferts aux collectivités territoriales";431821591;431821591;"Budget général";2018
"Enseignement scolaire";230;3;64;"Transferts aux autres collectivités";0;0;"Budget général";2018
"Enseignement scolaire";230;4;21;"Rémunérations d’activité";108971056;108971056;"Budget général";2018
"Enseignement scolaire";230;4;22;"Cotisations et contributions sociales";68104058;68104058;"Budget général";2018
"Enseignement scolaire";230;4;23;"Prestations sociales et allocations diverses";1755013;1755013;"Budget général";2018
"Enseignement scolaire";230;4;31;"Dépenses de fonctionnement autres que celles de personnel";1400000;1400000;"Budget général";2018
"Enseignement scolaire";230;4;61;"Transferts aux ménages";701228841;701228841;"Budget général";2018
"Enseignement scolaire";230;4;64;"Transferts aux autres collectivités";0;0;"Budget général";2018
"Enseignement scolaire";230;5;21;"Rémunérations d’activité";23694241;23694241;"Budget général";2018
"Enseignement scolaire";230;5;22;"Cotisations et contributions sociales";13483460;13483460;"Budget général";2018
"Enseignement scolaire";230;5;23;"Prestations sociales et allocations diverses";413009;413009;"Budget général";2018
"Enseignement scolaire";230;5;63;"Transferts aux collectivités territoriales";17913886;17913886;"Budget général";2018
"Enseignement scolaire";230;6;63;"Transferts aux collectivités territoriales";255069894;255069894;"Budget général";2018
"Enseignement scolaire";230;6;64;"Transferts aux autres collectivités";68977692;68977692;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;21;"Rémunérations d’activité";190200;190200;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;22;"Cotisations et contributions sociales";9800;9800;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;31;"Dépenses de fonctionnement autres que celles de personnel";2233500;2233500;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;32;"Subventions pour charges de service public";76285868;76285868;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;61;"Transferts aux ménages";3000000;3000000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;1;64;"Transferts aux autres collectivités";2678483;2678483;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;2;31;"Dépenses de fonctionnement autres que celles de personnel";112517864;112617739;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;2;51;"Dépenses pour immobilisations corporelles de l’État";6856375;6700000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;2;61;"Transferts aux ménages";500000;500000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;3;21;"Rémunérations d’activité";29800000;29800000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";148;3;31;"Dépenses de fonctionnement autres que celles de personnel";5041969;5098469;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;1;21;"Rémunérations d’activité";64569671;64569671;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;1;22;"Cotisations et contributions sociales";42003220;42003220;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;1;23;"Prestations sociales et allocations diverses";268821;268821;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;1;31;"Dépenses de fonctionnement autres que celles de personnel";6850000;10500000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;2;21;"Rémunérations d’activité";955911127;955911127;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;2;22;"Cotisations et contributions sociales";621829795;621829795;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;2;23;"Prestations sociales et allocations diverses";3979710;3979710;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;2;31;"Dépenses de fonctionnement autres que celles de personnel";46245000;52735000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;2;52;"Dépenses pour immobilisations incorporelles de l’État";8680000;7092000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;21;"Rémunérations d’activité";1267791505;1267791505;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;22;"Cotisations et contributions sociales";824711115;824711115;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;23;"Prestations sociales et allocations diverses";5278150;5278150;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;31;"Dépenses de fonctionnement autres que celles de personnel";83900000;81350000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;51;"Dépenses pour immobilisations corporelles de l’État";NA;36000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;3;52;"Dépenses pour immobilisations incorporelles de l’État";4870000;2776000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;5;21;"Rémunérations d’activité";422308668;422308668;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;5;22;"Cotisations et contributions sociales";274716032;274716032;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;5;23;"Prestations sociales et allocations diverses";1758182;1758182;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;5;31;"Dépenses de fonctionnement autres que celles de personnel";13110000;12460000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;5;52;"Dépenses pour immobilisations incorporelles de l’État";4840000;4600000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;21;"Rémunérations d’activité";34884572;34884572;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;22;"Cotisations et contributions sociales";22692765;22692765;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;23;"Prestations sociales et allocations diverses";145234;145234;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;31;"Dépenses de fonctionnement autres que celles de personnel";5100000;5100000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;52;"Dépenses pour immobilisations incorporelles de l’État";800000;800000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;6;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;21;"Rémunérations d’activité";795925627;795925627;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;22;"Cotisations et contributions sociales";517757619;517757619;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;23;"Prestations sociales et allocations diverses";3313648;3313648;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;31;"Dépenses de fonctionnement autres que celles de personnel";25190000;25490000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;51;"Dépenses pour immobilisations corporelles de l’État";NA;367000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;7;52;"Dépenses pour immobilisations incorporelles de l’État";431000;320000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;8;21;"Rémunérations d’activité";32134276;32134276;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;8;22;"Cotisations et contributions sociales";20903670;20903670;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;8;23;"Prestations sociales et allocations diverses";133783;133783;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;8;31;"Dépenses de fonctionnement autres que celles de personnel";346000;262600;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;21;"Rémunérations d’activité";617102741;617102741;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;22;"Cotisations et contributions sociales";401464578;401464578;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;23;"Prestations sociales et allocations diverses";2569388;2569388;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;31;"Dépenses de fonctionnement autres que celles de personnel";940505734;875948134;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;51;"Dépenses pour immobilisations corporelles de l’État";35521000;38400000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;52;"Dépenses pour immobilisations incorporelles de l’État";778000;1400000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";156;9;64;"Transferts aux autres collectivités";340000;340000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;21;"Rémunérations d’activité";93074352;93074352;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;22;"Cotisations et contributions sociales";49333446;49333446;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;23;"Prestations sociales et allocations diverses";2793856;2793856;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;31;"Dépenses de fonctionnement autres que celles de personnel";156480000;156490000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;51;"Dépenses pour immobilisations corporelles de l’État";2000000;2000000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;1;71;"Prêts et avances";300000;300000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;2;21;"Rémunérations d’activité";45418211;45418211;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;2;22;"Cotisations et contributions sociales";23573675;23573675;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;2;23;"Prestations sociales et allocations diverses";1249004;1249004;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;2;31;"Dépenses de fonctionnement autres que celles de personnel";4870000;3470000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;2;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;21;"Rémunérations d’activité";99647035;99647035;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;22;"Cotisations et contributions sociales";98601190;98601190;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;23;"Prestations sociales et allocations diverses";2948163;2948163;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;31;"Dépenses de fonctionnement autres que celles de personnel";200579222;221957984;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;51;"Dépenses pour immobilisations corporelles de l’État";16985000;9699000;"Budget général";2018
